tu_id	speaker	start	end	duration	text
707	PKP124	1575.230	1590.200	14.970	 ho senti~ stavo ascoltando striscia l'altro giorno {P} che c'era: un servizio su (l'auto locale) una cosa del genere {P} e erano tutti: nominati così a caso {P} [la gente non lo sapeva neache]
708	PKP038	1587.650	1590.370	2.720	 [siete felici: {P} che {P} trump,]
709	PKP031	1590.665	1593.505	2.840	 <madonna> n~ non ci [credevo tanto °ultimamente°]
710	PKP012	1591.840	1600.700	8.860	 [sì pero':: {P} sta facendo tanti casini NO non è che non mi convince biden è che trump sta facendo il mona]
711	PKP124	1593.310	1602.540	9.230	 [°e:: {P} cos'è successo? {P} la gente non lo sapeva e intanto la lista aggiungeva xxxxx (come) non lo so sai°]
712	PKP031	1594.830	1596.320	1.490	 [non ti convince neanche?]
713	PKP031	1599.290	1602.080	2.790	 [eh vabbé ma:: i voti sono quelli]
714	PKP038	1600.715	1605.505	4.790	 [e adesso melania se ne torna in slovenia] {ride}
715	PKP011	1602.670	1604.030	1.360	 [ma più che xx]
716	PKP124	1604.100	1605.440	1.340	 [°(no gavemo soldi) pero',°]
717	PKP031	1605.590	1609.730	4.140	 [ma finalmente >raga<] un po' di fiducia nell'umanità: la dobbiamo avere allora
718	PKP011	1605.680	1607.120	1.440	 [vabbè] {ride}
719	PKP038	1609.770	1622.430	12.660	 poi altra cosa {P} io ho visto un video tiktokay c'è un ragazzo cinese che >parla benissimo< l'italiano che è stato in italia che adesso è in cina {P} ha fatto un video {P} ha raccontato com'è in cina in questo momento
720	PKP124	1622.610	1624.250	1.640	 e non l'hanno censura[to?]
721	PKP011	1623.700	1624.750	1.050	 [e sta da dio:]
722	PKP038	1624.330	1627.950	3.620	 [no] al momento no, pero' [secondo me ie~ {P} esatto]
723	PKP124	1626.200	1627.270	1.070	 [ma lo censureranno.]
724	PKP031	1627.305	1629.025	1.720	 [no ma] quello delle iene?
725	PKP038	1629.335	1629.595	0.260	 no
726	PKP031	1629.960	1634.800	4.840	 >perché ho visto< un servizio delle iene che c'era lui che raccontava [che là] comunque adesso è <normale> xx
727	PKP038	1632.830	1633.400	0.570	 [no:]
728	PKP038	1634.800	1646.900	12.100	 [là là] è normale non usano le mascherine solo per entrare nei negozi quant'altro ESISTE IL VACCINO {P} [ESISTE ha detto che esiste il vaccino ma non è obbligatorio,]
729	PKP031	1641.800	1643.950	2.150	 [EH VEDI che non ce lo dicono]
730	PKP011	1642.250	1643.050	0.800	 [in cina?]
731	PKP031	1644.100	1649.570	5.470	 [ma hanno mentito anch~ anche un sacco di robe che] son successe a gennaio le hanno [tenute nascoste dicono]
732	PKP012	1648.015	1649.925	1.910	 [hai visto::]
733	PKP038	1648.040	1654.660	6.620	 [ma non è {P} ha detto che] non è obbligatorio e che non è per quello che: sono calati:: i contagi
734	PKP124	1653.250	1654.820	1.570	 [BE::LA bambina:]
735	PKP124	1657.170	1658.410	1.240	 [piena di capelli:]
736	PKP038	1657.180	1661.900	4.720	 [che ha xxx {P} xxxx rispettar le regole]
737	PKP012	1659.005	1660.975	1.970	 [hai visto perché è piena di capelli,]
738	PKP031	1662.202	1662.922	0.720	 ca:ri[na]
739	PKP011	1662.480	1666.425	3.945	 [ottimo] {P} °perché loro (hanno) pre[so il vaccino (pensavo non ci fosse il vaccino)]
740	PKP124	1664.270	1666.380	2.110	 [anche quand'ero piccolina ero piena]
741	PKP012	1664.720	1665.570	0.850	 [e ha gli occhi]
742	PKP038	1666.427	1673.987	7.560	 EH:: [a noi] {P} a noi pero' dicono che il vaccino >non c'è ancora< e che lo stanno studiando è strana sta [cosa]
743	PKP012	1667.010	1667.930	0.920	 [anche io]
744	PKP031	1673.347	1674.797	1.450	 [MA] loro secondo me ce l'hanno
745	PKP038	1674.980	1676.350	1.370	 MA L'HA DET[TO,]
746	PKP031	1675.517	1677.867	2.350	 [ma] hanno tenuto x nascosto un sacco di robe]
747	PKP124	1675.870	1680.120	4.250	 [ma è un vaccino che poi ha un'efficacia su:lla sulla persona oppure no]
748	PKP038	1677.170	1686.260	9.090	 [e: {P} e inoltre inoltre sai che là] là hanno proprio tipo: le telecamere che riconoscono >la faccia delle persone< lui ha det[to che]
749	PKP011	1678.810	1679.370	0.560	 [sì:]
750	PKP031	1679.570	1681.490	1.920	 [ciò se non ci sono casi:]
751	PKP031	1685.885	1689.505	3.620	 [>hanno un sistema<] di tracciamento molto meglio del nos[tro eh quello sì]
752	PKP038	1688.390	1692.350	3.960	 [lo {P} sì pero'] se lo facessero qua: terza guerra mondiale:
753	PKP031	1692.645	1693.665	1.020	 eh:: [ciò]
754	PKP124	1693.140	1694.640	1.500	 [là] non c'è privacy,
755	PKP038	1694.685	1695.995	1.310	 [là non c'è privacy]
756	PKP031	1694.710	1695.210	0.500	 [eh:]
757	PKP124	1695.290	1698.820	3.530	 [eh: un im~] cioè: è [è un paese comunista]
758	PKP038	1697.185	1704.675	7.490	 [ha detto:] inoltre che se uno è [positivo si vede] con chi è stato a [contatto e con chi al]tro è pos[itivo]
759	PKP031	1699.710	1701.240	1.530	 [uno era in ciabatte ca~]
760	PKP012	1702.125	1703.165	1.040	 [chi è in ciabatte?]
761	PKP031	1702.320	1703.500	1.180	 [uno in ciabatte.]
762	PKP011	1703.865	1704.815	0.950	 [grazie cara]
763	PKP012	1704.010	1705.940	1.930	 [ah si {P}] ma che?
764	PKP124	1705.960	1709.560	3.600	 comunque non è male [{P} due euro e cinquanta?]
765	PKP038	1706.580	1708.940	2.360	 [quindi riescono a rintracciare tutti]
766	PKP031	1707.270	1708.950	1.680	 [°ale posso un'altra patatina?°]
767	PKP012	1707.290	1708.070	0.780	 [ma non hanno?]
768	PKP011	1710.010	1710.330	0.320	 >buono<?
769	PKP124	1710.465	1712.705	2.240	 bah e mi: [xxxx]
770	PKP011	1711.385	1715.145	3.760	 [>perché<] {P} da cavoli {P} [costa tre e cin]quanta
771	PKP124	1714.160	1714.900	0.740	 [no:]
772	PKP031	1715.155	1715.795	0.640	 pero' è buono
773	PKP124	1716.540	1718.310	1.770	 [cioè:] {P} non è forte
774	PKP011	1716.590	1716.960	0.370	 [sì:]
775	PKP038	1718.535	1719.675	1.140	 °perché tre euro e cinquanta?°
776	PKP011	1720.070	1720.920	0.850	 è: aumentato,
777	PKP038	1721.640	1724.740	3.100	 poi da da st'altri un euro il prosecco {ride}
778	PKP011	1724.150	1725.230	1.080	 [un euro e cinquanta]
779	PKP012	1724.160	1730.080	5.920	 [<comunque>] {P} non so [se avete visto ma c'erano due] in ciabatte {P} sono [passati per strada in] ciabatte
780	PKP038	1725.785	1727.385	1.600	 [hanno aumentato anche là:]
781	PKP124	1728.640	1729.760	1.120	 [ma {P} dove?]
782	PKP011	1730.700	1733.600	2.900	 [anca mi] {P} quando vado a buttar la spazzatura
783	PKP124	1730.700	1731.750	1.050	 [eh vabbè avranno caldo]
784	PKP012	1731.640	1732.680	1.040	 {ride}
785	PKP031	1733.790	1734.610	0.820	 vabbè::
786	PKP012	1734.625	1736.565	1.940	 POSSO farti un video quando vieni,
787	PKP011	1737.120	1737.800	0.680	 °va ben°
788	PKP124	1742.330	1743.680	1.350	 °hanno un sacco di gente°
789	PKP011	1743.935	1745.085	1.150	 (hai il) [xxxx?]
790	PKP038	1744.065	1753.665	9.600	 [comunque son~] quando mi son presa gli appunti della lezione son tornata indietro per vedere do~ quand'è che entr[avi] {P} {ride}
791	PKP031	1749.735	1754.485	4.750	 [ma] hanno meno sedie dei posti effettivamente >perché se conti< quattro per [tavolo]
792	PKP011	1749.810	1752.220	2.410	 {ride}
793	PKP011	1753.905	1761.505	7.600	 [sì è vista] la faccia che ho fatto okay xx {ride} [ho >aperto la porta< ho visto {ride} xx]
794	PKP038	1755.470	1756.360	0.890	 {ride}
795	PKP012	1756.430	1761.690	5.260	 [(devi) pensare che cavoli e xxxx è chiuso quindi si concentrano tutto qua {P} è chiuso]
796	PKP031	1759.315	1759.715	0.400	 [°e:h°]
797	PKP124	1759.470	1763.850	4.380	 [eh ma xxxx non era chiuso {P} io pensavo fosse aperto, xx]
798	PKP038	1760.950	1769.140	8.190	 [(sei apparso) così all'improvviso pero' era {P} l'ul]tima [gli ultimi venti minuti (mi stava aspettando) mentre faceva le domande]
799	PKP012	1762.725	1763.805	1.080	 [no {P} è chiuso.]
800	PKP124	1764.260	1766.420	2.160	 [vabbé anche xxx a xxxx]
801	PKP012	1765.680	1768.970	3.290	 [secondo me fanno una settimana loro e una settimana zanca]
802	PKP031	1769.180	1775.370	6.190	 più che altro magari loro non hanno posti da se[dere quindi dovrebbero la gente dovrebbe stare in piedi {P} EH ma non puoi mi sa]
803	PKP038	1770.840	1772.940	2.100	 [>quindi< secondo è tipo mezzo in xx]
804	PKP011	1771.720	1781.780	10.060	 [{sospira} {P} ah ma comunque {P} ma adesso non lo sai (come fare) {P} cioè adesso che è per forza tutto] online {P} [dovrebbe xx]
805	PKP012	1772.260	1774.300	2.040	 [zanca stai in piedi dentro]
806	PKP124	1775.070	1779.620	4.550	 [eh ma xxxx >dovrebbe chiudere< anche allo~ all~ anche alla mattina se non ha i posti a sedere]
807	PKP012	1780.195	1787.375	7.180	 [comunque rossi vi saluta] l'ho visto che è venuto a prender le paste alle quattro e un quarto quattro e ven[ti e è andato via con suo papà]
808	PKP031	1780.890	1781.630	0.740	 [°non lo so°]
809	PKP031	1785.540	1787.140	1.600	 [senza guardare il cellulare.]
810	PKP124	1787.430	1788.250	0.820	 ma tu eri già qua?
811	PKP012	1788.270	1790.300	2.030	 sì {P} alle quattro e [venti ero qua]
812	PKP011	1789.540	1790.460	0.920	 [eh (dai)]
813	PKP038	1791.095	1792.900	1.805	 °no ha cambiato un xx in xxx°
814	PKP124	1792.910	1793.690	0.780	 [ma da so]la:?
815	PKP011	1792.915	1793.235	0.320	 [°(è vero)°]
816	PKP038	1793.735	1801.675	7.940	 mi sono xxxx un [sacco xxxxx tipo il venti xxx dovrei fare l'esa]me di inglese in presenza in [xxxxxxxx]
817	PKP012	1794.525	1797.915	3.390	 [ASPETTAVO LORO {P} poco dopo sono arrivati loro]
818	PKP031	1795.115	1798.285	3.170	 [siamo arrivati: {P} cinque dieci minuti dopo sì]
819	PKP012	1800.840	1811.700	10.860	 [(me la son presa) con calma sono arrivata con calma ho incontrato lui pensavo che {P} ci stesse aspettando >e gli faccio< ROBY eh no no sto prendendo le paste dopo: vado vi]a infatti l'ho visto andare via con suo papà.
820	PKP038	1802.590	1807.690	5.100	 [e allora:: la xx ha scritto a~ alla (rappresentante del corso) xx]
821	PKP011	1807.940	1809.620	1.680	 [°sì ha: molto più senso°]
822	PKP038	1811.745	1814.495	2.750	 perché cioè c'è gente che viene dalle zone rosse?
823	PKP011	1814.670	1815.610	0.940	 °sì [infatti°]
824	PKP038	1814.860	1818.580	3.720	 [>(a parte)<] che c'è uno che è toscano e mi fa morir dal ridere quando parla
825	PKP011	1818.655	1819.335	0.680	 {ride}
826	PKP031	1818.765	1819.565	0.800	 tosha[no]
827	PKP124	1819.370	1823.250	3.880	 [gianni come va il tirocinio? come va quella roba (dell'intervista) hai fatto qualcosa:?]
828	PKP038	1819.429	1821.710	2.281	 [ma perché eh eh senti come parla?]
829	PKP011	1821.730	1824.110	2.380	 [bellissimo °(l'accento) toscano°]
830	PKP031	1823.270	1829.610	6.340	 [bene >sto facendo pero'< siccome ho fatto l'esame la settimana scorsa adesso ci do dentro perché: mi manca]
831	PKP038	1824.145	1834.565	10.420	 [comunque là i: sto facendo anche i laboratori interessante pero' cioè sto facendo >laboratorio lavoro< di gruppo] e poi: [lavorare studiare {P} mi son messa nei casini]
832	PKP124	1828.290	1829.570	1.280	 [ma l'esame su zoom?]
833	PKP031	1830.025	1830.535	0.510	 [°sì sì sì°]
834	PKP031	1831.190	1842.310	11.120	 [mi manca un mese: e mezzo ho >un mese e mezzo di tempo< per far tutto adesso: {P} faccio solo quello perché devo finirlo e la tesi {P} perché prima con l'esame studiavo solo per l'esame]
835	PKP012	1834.600	1847.970	13.370	 [ma posso dirti la verità? se è vero che la laura esce con suo moroso {P} la vediamo: tipo {P} col cappuccio tutto intabarrata che non si faccia vedere che esce con matteo {P} di là, {ride} secondo me sì]
836	PKP124	1842.320	1844.020	1.700	 [ah io ho sentito: <max>]
837	PKP031	1844.095	1844.595	0.500	 [sì,]
838	PKP124	1844.650	1847.720	3.070	 >e mi ha detto che< stava facendo la tesi pero': xxxx
839	PKP011	1845.945	1846.705	0.760	 [di:ci?]
840	PKP031	1847.760	1848.910	1.150	 [(quanto ha)] ha scritto?
841	PKP124	1848.990	1851.890	2.900	 venti pagine {P} [>pero' ha detto< che ne servono centocinquanta.]
842	PKP012	1850.170	1853.410	3.240	 [perché in realtà <c'era> ma non voleva uscire secondo me]
843	PKP031	1851.890	1854.520	2.630	 [eh {P} eh beh sì] con la bibliografia e [tutto]
844	PKP038	1854.130	1855.140	1.010	 [eh anche] >secondo me<
845	PKP031	1855.460	1855.960	0.500	 °più o meno°
846	PKP038	1855.970	1856.810	0.840	 senti come parla,
847	PKP124	1857.720	1860.960	3.240	 no: sta roba non mi piace tanto xxxx (pero') [vabbè]
848	PKP038	1860.215	1861.515	1.300	 [(non) fa morir dal ridere?]
849	PKP031	1860.730	1862.150	1.420	 [del?] {P} cosa?
850	PKP011	1862.630	1864.350	1.720	 mi piace da morire °l'ac[cento°]
851	PKP124	1863.760	1869.340	5.580	 [no nel] s~ cioè io mi mi xxxxx (cerche[rei di) lavorare il più possibile no: xxxx]
852	PKP038	1866.050	1875.500	9.450	 [per il lavoro di gruppo abbiamo analizzato: degli albi illustrati ce li ha letti ci ha daro anche un libro da comprarmi che è una poesia al giorno si chiama] una poesia all'anno
853	PKP031	1869.555	1871.385	1.830	 [perché dici che lui non fa niente fa solo la tesi?]
854	PKP124	1871.405	1873.485	2.080	 [xx non (ha voglia) di fare]
855	PKP031	1873.515	1874.245	0.730	 [ah x]
856	PKP038	1876.460	1896.750	20.290	 [poesie per l'anno tipo (u)na roba del genere ogni giorno c'è una poesia e bisogna che sia sempre di rodari {P} è bellissimo e poi ci ha ci ha mostrato un album illustrato che (devi) che si chiama la cosa importante] e diceva [questa è una tazza {P} questo è quello quello è quello {P} xxx finiva con tu sei tu]
857	PKP031	1876.475	1882.995	6.520	 [>perché< o {P} dici in un mese la faccio {P} dici in un mese la faccio e faccio solo quello e okay]
858	PKP124	1878.220	1879.170	0.950	 [non lavora neanche]
859	PKP124	1883.100	1888.050	4.950	 [cioè boh io sono anche messa °in un altro modo° pero': {P} cioè ho una mentalità un po' diversa.]
860	PKP031	1888.210	1889.130	0.920	 [sì magari è:]
861	PKP012	1889.645	1894.275	4.630	 [cavolo gianni mi son dimenticata il libro dopo mi vieni con me, {P} vieni con me?]
862	PKP031	1893.090	1913.250	20.160	 [si ti a~ ti accompagno pero': pren~ ti spiace se andiamo in macchina] perché poi >vado [da mio papà< direttamente {P} per cui NO NO NO >VA BENE< {P} no guarda lo {P} così lo leggo subito e:: {P} e poi posso {P} concentrarmi su altro.]
863	PKP038	1897.310	1916.415	19.105	 [e: ci ha detto provate a ragionare: su sull'albo illustrato (su cosa) vi ha lasciato {P} e a chi lo leggereste a un adulto o e che tipo di adulto xxx] e pensate al xxx [xxxxxx xxxxxx]
864	PKP012	1898.285	1902.765	4.480	 [sì sì ma mi son dimenticata {P} (no)n c'è verso che mi ricordi quel libro]
865	PKP012	1911.240	1916.390	5.150	 [comunque se volete il libro] della martina lo vendono su libraccio a quattordici euro
866	PKP031	1914.510	1915.540	1.030	 [libraccio]
